timestamp,unix_time,temp_c,temp_ambient_c,humidity_pct,dew_point_c,power_watts,voltage_v,peltier_duty,fan1_duty,fan2_duty,fan1_rpm,fan2_rpm,control_mode,system_safe,temp_error
2026-01-01 00:00:14.500,1735689614.5,45.84,24.9,50.1,14.4,17.84,12.1,8,46,46,300,292,PID,1,0.84
2026-01-01 00:00:15.000,1735689615.0,46.2,25.16,45.0,14.43,17.79,12.04,11,49,49,310,310,PID,1,1.2
2026-01-01 00:00:15.500,1735689615.5,45.9,24.81,48.7,13.29,19.12,12.16,8,47,47,300,295,PID,1,0.9
2026-01-01 00:00:16.000,1735689616.0,46.64,25.1,50.9,13.42,18.28,12.14,16,53,53,332,332,PID,1,1.64
2026-01-01 00:00:16.500,1735689616.5,46.84,25.1,48.0,12.58,17.86,12.13,18,54,54,342,342,PID,1,1.84
2026-01-01 00:00:17.000,1735689617.0,46.62,25.21,50.1,13.6,18.9,12.14,16,52,52,331,331,PID,1,1.62
2026-01-01 00:00:17.500,1735689617.5,47.36,25.55,50.9,14.48,17.97,12.22,23,58,58,368,368,PID,1,2.36
2026-01-01 00:00:18.000,1735689618.0,46.64,25.08,49.3,14.26,18.79,12.21,16,53,53,332,332,PID,1,1.64
2026-01-01 00:00:18.500,1735689618.5,46.69,24.9,50.3,13.89,17.8,12.07,16,53,53,334,334,PID,1,1.69
2026-01-01 00:00:19.000,1735689619.0,47.32,24.99,48.1,13.99,18.21,12.18,23,58,58,366,366,PID,1,2.32
2026-01-01 00:00:19.500,1735689619.5,47.68,24.65,49.6,13.66,19.07,12.12,26,61,61,384,384,PID,1,2.68
2026-01-01 00:00:20.000,1735689620.0,47.99,24.86,51.2,14.1,19.44,12.12,29,63,63,400,400,PID,1,2.99
2026-01-01 00:00:20.500,1735689620.5,47.47,24.92,50.3,14.38,19.25,12.02,24,59,59,373,373,PID,1,2.47
2026-01-01 00:00:21.000,1735689621.0,48.05,24.9,48.8,13.19,19.2,12.09,30,64,64,402,402,PID,1,3.05
2026-01-01 00:00:21.500,1735689621.5,47.83,25.03,50.4,14.15,19.2,12.06,28,62,62,392,392,PID,1,2.83
2026-01-01 00:00:22.000,1735689622.0,47.91,24.84,51.4,14.47,18.71,12.14,29,63,63,395,395,PID,1,2.91
2026-01-01 00:00:22.500,1735689622.5,48.34,25.22,45.9,13.79,19.18,12.15,33,66,66,417,417,PID,1,3.34
2026-01-01 00:00:23.000,1735689623.0,48.39,25.0,52.3,14.35,19.4,12.0,33,67,67,419,419,PID,1,3.39
2026-01-01 00:00:23.500,1735689623.5,47.83,25.0,49.3,15.41,20.25,12.1,28,62,62,392,392,PID,1,2.83
2026-01-01 00:00:24.000,1735689624.0,48.86,24.93,50.9,13.95,19.99,12.16,38,70,70,443,443,PID,1,3.86
2026-01-01 00:00:24.500,1735689624.5,48.95,25.03,52.4,14.2,19.03,12.09,39,71,71,447,447,PID,1,3.95
2026-01-01 00:00:25.000,1735689625.0,48.46,25.17,47.3,13.63,20.16,12.14,34,67,67,423,423,PID,1,3.46
2026-01-01 00:00:25.500,1735689625.5,48.88,24.83,48.6,14.09,19.9,12.12,38,71,71,444,444,PID,1,3.88
2026-01-01 00:00:26.000,1735689626.0,49.02,24.87,49.4,14.23,19.84,12.12,40,72,72,451,451,PID,1,4.02
2026-01-01 00:00:26.500,1735689626.5,49.06,24.94,48.4,14.1,20.58,12.09,40,72,72,453,453,PID,1,4.06
2026-01-01 00:00:27.000,1735689627.0,48.93,24.73,53.5,13.49,20.87,12.04,39,71,71,446,446,PID,1,3.93
2026-01-01 00:00:27.500,1735689627.5,49.0,24.84,48.3,14.1,20.91,12.04,40,72,72,450,450,PID,1,4.0
2026-01-01 00:00:28.000,1735689628.0,49.31,24.9,48.9,14.73,20.11,12.14,43,74,74,465,465,PID,1,4.31
2026-01-01 00:00:28.500,1735689628.5,49.77,25.17,50.4,14.22,20.47,12.1,47,78,78,489,489,PID,1,4.77
2026-01-01 00:00:29.000,1735689629.0,49.69,25.05,47.6,14.48,20.87,12.09,46,77,77,485,485,PID,1,4.69
2026-01-01 00:00:29.500,1735689629.5,49.52,25.04,49.2,13.88,21.28,12.08,45,76,76,476,476,PID,1,4.52
2026-01-01 00:00:30.000,1735689630.0,49.97,25.17,50.6,14.37,20.64,12.08,49,79,79,499,499,PID,1,4.97
2026-01-01 00:00:30.500,1735689630.5,48.99,24.97,49.3,14.14,20.87,12.15,39,71,71,450,450,PID,1,3.99
2026-01-01 00:00:31.000,1735689631.0,50.3,25.08,49.8,13.52,20.49,12.08,52,82,82,515,515,PID,1,5.3
2026-01-01 00:00:31.500,1735689631.5,49.53,24.98,48.9,14.16,20.53,12.03,45,76,76,477,477,PID,1,4.53
2026-01-01 00:00:32.000,1735689632.0,50.05,25.05,47.0,13.5,21.62,12.14,50,80,80,502,502,PID,1,5.05
2026-01-01 00:00:32.500,1735689632.5,49.92,24.88,50.6,13.68,21.97,12.09,49,79,79,496,496,PID,1,4.92
2026-01-01 00:00:33.000,1735689633.0,49.97,24.51,53.5,14.09,21.34,12.1,49,79,79,499,499,PID,1,4.97
2026-01-01 00:00:33.500,1735689633.5,50.81,24.97,50.0,14.15,21.96,12.18,58,86,86,540,540,PID,1,5.81
2026-01-01 00:00:34.000,1735689634.0,50.42,25.28,50.5,13.41,21.72,12.1,54,83,83,521,521,PID,1,5.42
2026-01-01 00:00:34.500,1735689634.5,50.76,25.19,51.4,14.53,21.29,12.11,57,86,86,538,538,PID,1,5.76
2026-01-01 00:00:35.000,1735689635.0,50.74,25.19,47.5,14.29,21.87,12.04,57,85,85,537,537,PID,1,5.74
2026-01-01 00:00:35.500,1735689635.5,50.99,25.25,53.4,13.65,22.54,12.09,59,87,87,550,550,PID,1,5.99
2026-01-01 00:00:36.000,1735689636.0,50.97,25.02,50.4,13.23,21.83,12.13,59,87,87,549,549,PID,1,5.97
2026-01-01 00:00:36.500,1735689636.5,50.66,25.04,53.3,13.93,22.7,12.02,56,85,85,533,533,PID,1,5.66
2026-01-01 00:00:37.000,1735689637.0,51.43,24.88,48.5,13.78,20.69,12.11,64,91,91,572,572,PID,1,6.43
2026-01-01 00:00:37.500,1735689637.5,51.08,24.94,53.6,14.06,22.48,12.11,60,88,88,554,554,PID,1,6.08
2026-01-01 00:00:38.000,1735689638.0,50.85,25.12,51.6,13.82,22.19,12.1,58,86,86,543,543,PID,1,5.85
2026-01-01 00:00:38.500,1735689638.5,51.28,25.24,51.1,13.0,22.07,12.15,62,90,90,564,564,PID,1,6.28
2026-01-01 00:00:39.000,1735689639.0,51.95,24.97,50.5,13.81,22.34,12.12,69,95,95,598,598,PID,1,6.95
2026-01-01 00:00:39.500,1735689639.5,51.85,24.91,49.5,13.85,21.37,12.17,68,94,94,592,592,PID,1,6.85
2026-01-01 00:00:40.000,1735689640.0,51.57,25.0,52.4,14.32,22.32,12.05,65,92,92,579,579,PID,1,6.57
2026-01-01 00:00:40.500,1735689640.5,51.66,25.12,50.3,13.65,22.68,12.11,66,93,93,583,583,PID,1,6.66
2026-01-01 00:00:41.000,1735689641.0,51.75,24.71,46.1,14.84,23.31,12.1,67,94,94,588,588,PID,1,6.75
2026-01-01 00:00:41.500,1735689641.5,52.56,24.54,47.8,13.04,22.38,12.05,75,100,100,628,628,PID,1,7.56
2026-01-01 00:00:42.000,1735689642.0,52.13,24.89,49.6,14.66,22.3,12.15,71,97,97,607,607,PID,1,7.13
2026-01-01 00:00:42.500,1735689642.5,52.23,24.76,50.6,13.89,22.52,12.22,72,97,97,612,612,PID,1,7.23
2026-01-01 00:00:43.000,1735689643.0,52.49,24.9,49.9,14.43,23.29,12.1,74,99,99,625,625,PID,1,7.49
2026-01-01 00:00:43.500,1735689643.5,52.34,24.97,52.4,14.04,23.07,12.13,73,98,98,617,617,PID,1,7.34
2026-01-01 00:00:44.000,1735689644.0,52.27,24.91,46.1,14.57,22.7,12.1,72,98,98,613,613,PID,1,7.27
2026-01-01 00:00:44.500,1735689644.5,52.36,25.29,50.3,13.81,23.28,12.06,73,98,98,618,618,PID,1,7.36
2026-01-01 00:00:45.000,1735689645.0,52.48,25.07,46.4,13.45,23.14,12.01,74,99,99,624,624,PID,1,7.48
2026-01-01 00:00:45.500,1735689645.5,52.57,25.06,51.5,14.71,23.64,12.06,75,100,100,628,628,PID,1,7.57
2026-01-01 00:00:46.000,1735689646.0,52.87,25.12,49.8,13.94,22.86,12.03,78,102,102,644,644,PID,1,7.87
2026-01-01 00:00:46.500,1735689646.5,52.74,24.77,50.8,14.11,23.11,12.19,77,101,101,637,637,PID,1,7.74
2026-01-01 00:00:47.000,1735689647.0,53.02,25.21,48.3,14.62,23.13,12.09,80,104,104,651,651,PID,1,8.02
2026-01-01 00:00:47.500,1735689647.5,52.85,24.98,52.6,13.48,22.65,12.08,78,102,102,642,642,PID,1,7.85
2026-01-01 00:00:48.000,1735689648.0,52.97,25.13,52.1,14.3,23.59,12.14,79,103,103,648,648,PID,1,7.97
2026-01-01 00:00:48.500,1735689648.5,52.41,24.79,51.2,13.71,23.63,12.04,74,99,99,621,621,PID,1,7.41
2026-01-01 00:00:49.000,1735689649.0,53.36,24.69,49.7,13.93,23.56,12.06,83,106,106,668,668,PID,1,8.36
2026-01-01 00:00:49.500,1735689649.5,53.25,25.16,51.2,14.04,23.49,12.1,82,106,106,663,663,PID,1,8.25
2026-01-01 00:00:50.000,1735689650.0,53.51,25.08,48.6,13.25,22.95,12.15,85,108,108,676,676,PID,1,8.51
2026-01-01 00:00:50.500,1735689650.5,52.41,24.82,51.7,13.61,23.5,12.13,74,99,99,620,620,PID,1,7.41
2026-01-01 00:00:51.000,1735689651.0,53.97,24.83,53.3,14.68,23.59,12.11,89,111,111,698,698,PID,1,8.97
2026-01-01 00:00:51.500,1735689651.5,53.36,25.23,52.1,14.44,23.41,12.1,83,106,106,668,668,PID,1,8.36
2026-01-01 00:00:52.000,1735689652.0,53.8,24.76,48.5,13.97,23.78,12.12,87,110,110,690,690,PID,1,8.8
2026-01-01 00:00:52.500,1735689652.5,53.21,25.33,50.7,14.12,24.11,12.11,82,105,105,661,661,PID,1,8.21
2026-01-01 00:00:53.000,1735689653.0,53.77,24.82,47.4,13.85,24.9,12.05,87,110,110,688,688,PID,1,8.77
2026-01-01 00:00:53.500,1735689653.5,53.33,25.13,51.1,14.68,24.09,12.1,83,106,106,666,666,PID,1,8.33
2026-01-01 00:00:54.000,1735689654.0,53.51,24.93,50.9,13.9,24.18,12.05,85,108,108,676,676,PID,1,8.51
2026-01-01 00:00:54.500,1735689654.5,54.33,25.12,46.3,14.12,24.06,12.1,93,114,114,716,716,PID,1,9.33
2026-01-01 00:00:55.000,1735689655.0,53.75,24.89,47.7,14.57,23.18,12.08,87,110,110,688,688,PID,1,8.75
2026-01-01 00:00:55.500,1735689655.5,53.93,24.97,49.4,13.61,24.16,12.23,89,111,111,696,696,PID,1,8.93
2026-01-01 00:00:56.000,1735689656.0,54.17,25.01,49.4,14.78,24.25,12.1,91,113,113,709,709,PID,1,9.17
2026-01-01 00:00:56.500,1735689656.5,54.11,24.8,47.6,13.23,25.49,12.03,91,112,112,706,706,PID,1,9.11
2026-01-01 00:00:57.000,1735689657.0,54.06,25.15,50.8,14.81,24.2,12.09,90,112,112,703,703,PID,1,9.06
2026-01-01 00:00:57.500,1735689657.5,54.17,24.9,50.5,13.81,24.49,12.13,91,113,113,709,709,PID,1,9.17
2026-01-01 00:00:58.000,1735689658.0,54.83,24.95,49.6,13.88,24.36,12.18,98,118,118,741,741,PID,1,9.83
2026-01-01 00:00:58.500,1735689658.5,54.14,24.8,48.5,13.05,23.82,12.07,91,113,113,707,707,PID,1,9.14
2026-01-01 00:00:59.000,1735689659.0,54.26,24.49,52.1,13.77,25.02,12.02,92,114,114,713,713,PID,1,9.26
2026-01-01 00:00:59.500,1735689659.5,54.56,24.96,53.3,13.48,24.85,12.14,95,116,116,728,728,PID,1,9.56
2026-01-01 00:01:00.000,1735689660.0,54.61,25.48,49.0,13.7,24.91,12.03,96,116,116,731,731,PID,1,9.61
2026-01-01 00:01:00.500,1735689660.5,54.68,25.16,48.8,13.93,24.09,12.08,96,117,117,734,734,PID,1,9.68
2026-01-01 00:01:01.000,1735689661.0,54.55,25.0,51.0,14.48,25.27,12.09,95,116,116,728,728,PID,1,9.55
2026-01-01 00:01:01.500,1735689661.5,54.05,24.95,49.3,14.1,23.9,12.1,90,112,112,703,703,PID,1,9.05
2026-01-01 00:01:02.000,1735689662.0,54.92,25.0,49.7,14.15,24.93,12.13,99,119,119,746,746,PID,1,9.92
2026-01-01 00:01:02.500,1735689662.5,54.13,25.11,51.5,13.45,25.75,12.07,91,113,113,706,706,PID,1,9.13
2026-01-01 00:01:03.000,1735689663.0,54.59,24.76,46.2,13.56,24.19,12.09,95,116,116,730,730,PID,1,9.59
2026-01-01 00:01:03.500,1735689663.5,54.31,25.22,52.6,14.9,24.43,12.1,93,114,114,715,715,PID,1,9.31
2026-01-01 00:01:04.000,1735689664.0,54.55,25.14,50.1,13.63,24.79,12.11,95,116,116,727,727,PID,1,9.55
2026-01-01 00:01:04.500,1735689664.5,54.69,25.14,49.2,14.83,24.51,12.1,96,117,117,735,735,PID,1,9.69
2026-01-01 00:01:05.000,1735689665.0,54.72,25.09,49.8,13.88,24.01,12.12,97,117,117,736,736,PID,1,9.72
2026-01-01 00:01:05.500,1735689665.5,54.78,25.0,49.9,14.0,24.84,12.14,97,118,118,739,739,PID,1,9.78
2026-01-01 00:01:06.000,1735689666.0,55.16,25.13,46.5,14.54,24.29,12.12,101,121,121,758,758,PID,1,10.16
2026-01-01 00:01:06.500,1735689666.5,54.84,25.12,53.0,14.64,25.08,12.12,98,118,118,742,742,PID,1,9.84
2026-01-01 00:01:07.000,1735689667.0,54.65,24.93,50.1,13.94,24.4,12.02,96,117,117,733,733,PID,1,9.65
2026-01-01 00:01:07.500,1735689667.5,55.03,24.89,50.9,13.81,25.65,12.1,100,120,120,752,752,PID,1,10.03
2026-01-01 00:01:08.000,1735689668.0,55.12,25.02,51.9,13.97,24.5,12.12,101,120,120,756,756,PID,1,10.12
2026-01-01 00:01:08.500,1735689668.5,54.42,25.31,48.0,14.17,24.75,12.14,94,115,115,721,721,PID,1,9.42
2026-01-01 00:01:09.000,1735689669.0,54.98,24.75,50.9,14.45,25.33,12.07,99,119,119,749,749,PID,1,9.98
2026-01-01 00:01:09.500,1735689669.5,55.03,24.71,49.5,14.0,24.32,12.07,100,120,120,751,751,PID,1,10.03
2026-01-01 00:01:10.000,1735689670.0,54.74,25.03,51.7,14.31,25.06,12.07,97,117,117,737,737,PID,1,9.74
2026-01-01 00:01:10.500,1735689670.5,55.26,25.01,45.7,14.82,25.61,12.13,102,122,122,763,763,PID,1,10.26
2026-01-01 00:01:11.000,1735689671.0,54.81,25.03,49.8,14.19,24.16,12.15,98,118,118,741,741,PID,1,9.81
2026-01-01 00:01:11.500,1735689671.5,54.91,25.05,48.8,14.16,25.07,12.08,99,119,119,745,745,PID,1,9.91
2026-01-01 00:01:12.000,1735689672.0,54.83,24.96,50.9,13.24,25.11,12.15,98,118,118,741,741,PID,1,9.83
2026-01-01 00:01:12.500,1735689672.5,54.89,25.3,50.9,12.68,25.38,12.11,98,119,119,745,745,PID,1,9.89
2026-01-01 00:01:13.000,1735689673.0,54.57,24.68,48.6,14.19,24.37,12.09,95,116,116,728,728,PID,1,9.57
2026-01-01 00:01:13.500,1735689673.5,54.47,24.83,48.6,13.95,24.33,12.09,94,115,115,723,723,PID,1,9.47
2026-01-01 00:01:14.000,1735689674.0,55.38,24.98,49.8,13.74,25.26,12.14,103,123,123,769,769,PID,1,10.38
2026-01-01 00:01:14.500,1735689674.5,54.65,24.67,48.2,14.12,25.15,12.12,96,117,117,733,733,PID,1,9.65
2026-01-01 00:01:15.000,1735689675.0,54.61,24.96,51.7,13.97,25.13,12.21,96,116,116,731,731,PID,1,9.61
2026-01-01 00:01:15.500,1735689675.5,54.26,25.33,49.3,14.56,25.17,12.06,92,114,114,713,713,PID,1,9.26
2026-01-01 00:01:16.000,1735689676.0,54.72,25.0,44.2,14.04,24.66,12.13,97,117,117,736,736,PID,1,9.72
2026-01-01 00:01:16.500,1735689676.5,54.51,25.05,49.3,13.63,25.11,12.07,95,116,116,725,725,PID,1,9.51
2026-01-01 00:01:17.000,1735689677.0,55.39,24.75,47.9,14.5,25.14,12.06,103,123,123,770,770,PID,1,10.39
2026-01-01 00:01:17.500,1735689677.5,55.2,24.88,46.7,13.89,24.63,12.1,101,121,121,760,760,PID,1,10.2
2026-01-01 00:01:18.000,1735689678.0,54.68,24.92,47.5,14.26,25.91,12.11,96,117,117,734,734,PID,1,9.68
2026-01-01 00:01:18.500,1735689678.5,55.56,24.94,50.2,13.76,25.21,12.25,105,124,124,778,778,PID,1,10.56
2026-01-01 00:01:19.000,1735689679.0,55.17,25.26,52.7,13.68,24.37,12.09,101,121,121,758,758,PID,1,10.17
2026-01-01 00:01:19.500,1735689679.5,54.76,25.11,50.6,14.04,25.28,12.04,97,118,118,738,738,PID,1,9.76
2026-01-01 00:01:20.000,1735689680.0,54.1,24.78,48.8,14.01,24.46,12.11,90,112,112,705,705,PID,1,9.1
2026-01-01 00:01:20.500,1735689680.5,55.52,25.05,50.9,14.24,25.33,12.0,105,124,124,776,776,PID,1,10.52
2026-01-01 00:01:21.000,1735689681.0,54.4,25.1,49.1,13.87,25.5,12.1,94,115,115,720,720,PID,1,9.4
2026-01-01 00:01:21.500,1735689681.5,54.31,25.23,48.6,13.08,24.5,12.1,93,114,114,715,715,PID,1,9.31
2026-01-01 00:01:22.000,1735689682.0,55.09,25.32,47.7,13.78,25.37,12.14,100,120,120,755,755,PID,1,10.09
2026-01-01 00:01:22.500,1735689682.5,55.5,24.8,46.5,14.4,25.08,12.15,104,123,123,775,775,PID,1,10.5
2026-01-01 00:01:23.000,1735689683.0,55.16,24.84,49.2,13.85,25.27,12.07,101,121,121,758,758,PID,1,10.16
2026-01-01 00:01:23.500,1735689683.5,54.89,24.75,50.3,13.88,25.79,12.09,98,119,119,745,745,PID,1,9.89
2026-01-01 00:01:24.000,1735689684.0,54.88,24.95,49.8,14.49,24.7,12.06,98,119,119,744,744,PID,1,9.88
2026-01-01 00:01:24.500,1735689684.5,54.93,25.09,49.2,13.64,24.43,12.04,99,119,119,747,747,PID,1,9.93
2026-01-01 00:01:25.000,1735689685.0,54.88,25.2,48.1,13.23,24.34,12.12,98,119,119,744,744,PID,1,9.88
2026-01-01 00:01:25.500,1735689685.5,54.71,24.98,51.2,13.92,24.35,12.04,97,117,117,735,735,PID,1,9.71
2026-01-01 00:01:26.000,1735689686.0,54.63,24.94,47.4,13.76,24.7,12.08,96,117,117,731,731,PID,1,9.63
2026-01-01 00:01:26.500,1735689686.5,54.55,25.03,51.6,13.52,24.88,12.05,95,116,116,727,727,PID,1,9.55
2026-01-01 00:01:27.000,1735689687.0,54.31,24.83,48.0,13.91,24.82,12.13,93,114,114,715,715,PID,1,9.31
2026-01-01 00:01:27.500,1735689687.5,54.42,25.42,48.5,14.25,25.07,12.19,94,115,115,721,721,PID,1,9.42
2026-01-01 00:01:28.000,1735689688.0,53.96,24.68,47.1,14.0,24.64,12.03,89,111,111,698,698,PID,1,8.96
2026-01-01 00:01:28.500,1735689688.5,54.4,25.04,49.0,14.15,25.33,12.01,94,115,115,720,720,PID,1,9.4
2026-01-01 00:01:29.000,1735689689.0,54.1,25.4,52.0,14.91,24.44,12.09,91,112,112,705,705,PID,1,9.1
2026-01-01 00:01:29.500,1735689689.5,54.03,25.0,51.0,13.83,25.9,12.1,90,112,112,701,701,PID,1,9.03
2026-01-01 00:01:30.000,1735689690.0,54.38,24.96,52.0,14.14,24.82,12.11,93,115,115,719,719,PID,1,9.38
2026-01-01 00:01:30.500,1735689690.5,54.7,24.93,51.0,13.75,24.05,12.08,96,117,117,735,735,PID,1,9.7
2026-01-01 00:01:31.000,1735689691.0,54.52,24.96,47.8,13.58,23.91,12.09,95,116,116,726,726,PID,1,9.52
2026-01-01 00:01:31.500,1735689691.5,53.73,25.27,49.3,13.71,24.65,12.12,87,109,109,686,686,PID,1,8.73
2026-01-01 00:01:32.000,1735689692.0,53.86,24.56,48.4,13.76,24.26,12.15,88,110,110,693,693,PID,1,8.86
2026-01-01 00:01:32.500,1735689692.5,54.39,25.31,52.7,14.18,24.69,12.0,93,115,115,720,720,PID,1,9.39
2026-01-01 00:01:33.000,1735689693.0,53.77,24.72,47.6,15.17,24.53,12.08,87,110,110,688,688,PID,1,8.77
2026-01-01 00:01:33.500,1735689693.5,53.95,24.95,51.8,13.64,24.22,12.11,89,111,111,697,697,PID,1,8.95
2026-01-01 00:01:34.000,1735689694.0,54.13,24.91,51.8,13.79,23.8,12.05,91,113,113,706,706,PID,1,9.13
2026-01-01 00:01:34.500,1735689694.5,53.62,25.12,53.7,13.97,23.42,12.19,86,108,108,681,681,PID,1,8.62
2026-01-01 00:01:35.000,1735689695.0,53.89,24.68,49.2,14.2,23.91,12.07,88,111,111,695,695,PID,1,8.89
2026-01-01 00:01:35.500,1735689695.5,53.41,25.09,51.4,14.13,24.52,12.1,84,107,107,670,670,PID,1,8.41
2026-01-01 00:01:36.000,1735689696.0,53.57,25.4,54.6,14.64,24.16,12.13,85,108,108,679,679,PID,1,8.57
2026-01-01 00:01:36.500,1735689696.5,53.8,24.73,48.8,12.79,23.38,12.07,87,110,110,690,690,PID,1,8.8
2026-01-01 00:01:37.000,1735689697.0,53.17,25.04,46.9,12.81,24.04,12.01,81,105,105,658,658,PID,1,8.17
2026-01-01 00:01:37.500,1735689697.5,53.72,24.87,46.2,13.75,24.1,12.08,87,109,109,686,686,PID,1,8.72
2026-01-01 00:01:38.000,1735689698.0,53.52,25.09,51.4,14.55,23.42,12.15,85,108,108,676,676,PID,1,8.52
2026-01-01 00:01:38.500,1735689698.5,53.63,25.0,46.2,13.22,23.89,12.08,86,109,109,682,682,PID,1,8.63
2026-01-01 00:01:39.000,1735689699.0,53.47,24.87,49.3,12.5,23.79,12.06,84,107,107,674,674,PID,1,8.47
2026-01-01 00:01:39.500,1735689699.5,53.75,25.1,50.9,14.29,23.14,12.15,87,110,110,688,688,PID,1,8.75
2026-01-01 00:01:40.000,1735689700.0,53.32,25.36,50.4,14.12,23.84,12.08,83,106,106,666,666,PID,1,8.32
2026-01-01 00:01:40.500,1735689700.5,53.08,24.96,50.9,13.45,23.89,12.07,80,104,104,654,654,PID,1,8.08
2026-01-01 00:01:41.000,1735689701.0,53.18,25.14,50.4,13.51,24.1,12.11,81,105,105,659,659,PID,1,8.18
2026-01-01 00:01:41.500,1735689701.5,53.24,24.74,52.6,13.52,24.03,12.14,82,105,105,662,662,PID,1,8.24
2026-01-01 00:01:42.000,1735689702.0,53.03,24.81,48.1,14.06,22.75,12.22,80,104,104,651,651,PID,1,8.03
2026-01-01 00:01:42.500,1735689702.5,52.95,25.09,48.6,13.69,22.92,12.14,79,103,103,648,648,PID,1,7.95
2026-01-01 00:01:43.000,1735689703.0,52.66,25.3,48.5,14.25,23.59,12.16,76,101,101,633,633,PID,1,7.66
2026-01-01 00:01:43.500,1735689703.5,52.6,25.07,51.7,12.57,23.53,12.07,76,100,100,630,630,PID,1,7.6
2026-01-01 00:01:44.000,1735689704.0,52.31,24.94,51.8,13.57,23.47,12.05,73,98,98,615,615,PID,1,7.31
2026-01-01 00:01:44.500,1735689704.5,53.18,25.0,50.9,13.44,25.08,12.1,81,105,105,659,659,PID,1,8.18
2026-01-01 00:01:45.000,1735689705.0,52.2,24.75,52.4,13.87,23.38,12.11,72,97,97,610,610,PID,1,7.2
